source_document,page_start,page_end,subcommittee,agency,policy_title,fund,account,governor_fy26,governor_fy27,legislative_fy26,legislative_fy27,difference_fy26,difference_fy27,background_text,governor_text,legislative_text
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Medicaid,89274569.0,247464569.0,89274569.0,247464569.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,89274569.0,247464569.0,89274569.0,247464569.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Medicaid,24920000.0,39650000.0,24920000.0,39650000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,24920000.0,39650000.0,24920000.0,39650000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Medicaid,14000000.0,37500000.0,14000000.0,37500000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Old Age Assistance,920000.0,2590000.0,920000.0,2590000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Aid To The Blind,11500.0,30500.0,11500.0,30500.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Aid To The Disabled,840000.0,2200000.0,840000.0,2200000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,209,209,Human Services,Department of Social Services Human Services,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,15771500.0,42320500.0,15771500.0,42320500.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Other Expenses,,,950000.0,950000.0,950000.0,950000.0,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Sheff Transportation,2196368.0,4861039.0,2196368.0,4861039.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Education Finance Reform,-76331181.0,-76331181.0,-76331181.0,-76331181.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Charter Schools,2788763.0,4107763.0,2788763.0,4107763.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Vocational Agriculture,7471532.0,7471532.0,7471532.0,7471532.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Magnet Schools,45443153.0,54445952.0,45443153.0,54445952.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,-18431365.0,-5444895.0,-17481365.0,-4494895.0,950000.0,950000.0,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Education Finance Reform,-73668819.0,-73668819.0,-73668819.0,-73668819.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Education Equalization Grants,160133886.0,151568180.0,160133886.0,151568180.0,,,,,
2025BB-20250827_FY26_FY27.pdf,237,237,Transportation,Department of Education Element. & Secondary Education,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,86465067.0,77899361.0,86465067.0,77899361.0,,,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,"General Fund 2,413",2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,"Operating Expenses 254,204,158",253505868.0,216977564.0,231900002.0,237163874.0,265235002.0,250543874.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,Laboratory -,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,"Regional Policy 400,000",700000.0,550000.0,550000.0,550000.0,550000.0,550000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,UConn Veterans Program -,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,Campuses -,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,Puerto Rican Studies Initiative -,210000.0,210000.0,210000.0,210000.0,500000.0,500000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 23 FY 24 FY 25 FY 26 FY 27 FY 26 FY 27,,"Agency Total - General Fund 254,604,158",256315868.0,219637564.0,234560002.0,239823874.0,268185002.0,253493874.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Operating Expenses,,,30000000.0,10000000.0,30000000.0,10000000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,,,30000000.0,10000000.0,30000000.0,10000000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Operating Expenses,,,1000000.0,1000000.0,1000000.0,1000000.0,,,
2025BB-20250827_FY26_FY27.pdf,260,260,Higher Education,Higher Education University of Connecticut,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,,,1000000.0,1000000.0,1000000.0,1000000.0,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Alternative Incarceration Program,-750000.0,-750000.0,-750000.0,-750000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Juvenile Alternative Incarceration,750000.0,750000.0,750000.0,750000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total - General Fund,,,,,,,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,FY 25 Appropriation - GF,605217667.0,605217667.0,605217667.0,605217667.0,,,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Policy Revisions,477131.0,2977131.0,1959323.0,3150299.0,1482192.0,173168.0,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Current Services,14218688.0,17494854.0,32710261.0,36848343.0,18491573.0,19353489.0,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total Recommended - GF,619913486.0,625689652.0,639887251.0,645216309.0,19973765.0,19526657.0,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,FY 25 Appropriation - GF,4274.0,4274.0,4274.0,4274.0,,,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Policy Revisions,5.0,5.0,1.0,1.0,-4.0,-4.0,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Current Services,13.0,13.0,,,-13.0,-13.0,,,
2025BB-20250827_FY26_FY27.pdf,283,283,,Judicial Department,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total Recommended - GF,4292.0,4292.0,4275.0,4275.0,-17.0,-17.0,,,
2025BB-20250827_FY26_FY27.pdf,299,299,,Table 1. Revenue Impact of Policy Changes included in the FRB Revenue Schedule,PART III. REVENUE,General Fund,25-168 Surcharge to Income Year,2028.0,,48.0,80.0,80.0,32.0,,,
2025BB-20250827_FY26_FY27.pdf,299,299,,Table 1. Revenue Impact of Policy Changes included in the FRB Revenue Schedule,PART III. REVENUE,General Fund,168 Beginning in FY,26.0,,1.0,,,,,,
2025BB-20250827_FY26_FY27.pdf,299,299,,Table 1. Revenue Impact of Policy Changes included in the FRB Revenue Schedule,PART III. REVENUE,General Fund,168 Tax Beginning in FY,26.0,,0.5,,,,,,
2025BB-20250827_FY26_FY27.pdf,299,299,,Table 1. Revenue Impact of Policy Changes included in the FRB Revenue Schedule,PART III. REVENUE,General Fund,168 Exemption from $100 to,250.0,,-0.3,-0.3,-0.3,-0.3,,,
2025BB-20250827_FY26_FY27.pdf,307,307,,Policies Details – General Fund,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Sales and Use,,,-400000.0,-400000.0,-400000.0,-400000.0,,,
2025BB-20250827_FY26_FY27.pdf,307,307,,Policies Details – General Fund,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Corporations,48000000.0,80000000.0,48000000.0,80000000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,307,307,,Policies Details – General Fund,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Corporations,133100000.0,83200000.0,133100000.0,83200000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,308,308,,"Governor: Repeal the $2.5 million aggregate maximum tax i.e., cap. Section 2 of the Governor's SB 1246, AAC Revenue Items to",FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Corporations,8300000.0,8300000.0,8300000.0,8300000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,308,308,,"Governor: Repeal the $2.5 million aggregate maximum tax i.e., cap. Section 2 of the Governor's SB 1246, AAC Revenue Items to",FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Corporations,-15300000.0,-20400000.0,,,15300000.0,20400000.0,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Corporations,9200000.0,17100000.0,,,-9200000.0,-17100000.0,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Public Service Corporations,5000000.0,5000000.0,5000000.0,5000000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Transfers From/To Other Funds,-5000000.0,-5000000.0,-5000000.0,-5000000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total,,,,,,,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Cigarettes,1000000.0,,1000000.0,,,,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Real Estate Conveyance,500000.0,,500000.0,,,,,,
2025BB-20250827_FY26_FY27.pdf,309,309,,Adjust the Film Production Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total,1500000.0,,1500000.0,,,,,,
2025BB-20250827_FY26_FY27.pdf,310,310,General Government,Governor: Adjust the accounting for two minor tax types (tobacco products and controlling interest real estate conveyances) to better,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Admissions and Dues,,,-300000.0,-300000.0,-300000.0,-300000.0,,,
2025BB-20250827_FY26_FY27.pdf,310,310,General Government,Governor: Adjust the accounting for two minor tax types (tobacco products and controlling interest real estate conveyances) to better,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Miscellaneous Taxes,5900000.0,6200000.0,,,-5900000.0,-6200000.0,,,
2025BB-20250827_FY26_FY27.pdf,311,311,,Health Provider,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Health Provider,,140000000.0,,375000000.0,,235000000.0,,,
2025BB-20250827_FY26_FY27.pdf,311,311,,Health Provider,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Federal Grants,,93800000.0,,93800000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,311,311,,Health Provider,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total,,233800000.0,,468800000.0,,235000000.0,,,
2025BB-20250827_FY26_FY27.pdf,311,311,,Health Provider,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Refunds of Taxes,,,-2500000.0,-2500000.0,-2500000.0,-2500000.0,,,
2025BB-20250827_FY26_FY27.pdf,311,311,,Health Provider,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Refunds of Taxes,,,-5000000.0,-5000000.0,-5000000.0,-5000000.0,,,
2025BB-20250827_FY26_FY27.pdf,312,312,,Legislative Revenue: Authorize the University of Connecticut to establish and administer a tax credit incentive program in support of,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Refunds of Taxes,,,-400000.0,-400000.0,-400000.0,-400000.0,,,
2025BB-20250827_FY26_FY27.pdf,312,312,,Legislative Revenue: Authorize the University of Connecticut to establish and administer a tax credit incentive program in support of,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Refunds of Taxes,,,,-900000.0,,-900000.0,,,
2025BB-20250827_FY26_FY27.pdf,312,312,,Legislative Revenue: Authorize the University of Connecticut to establish and administer a tax credit incentive program in support of,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Refunds of Taxes,-85000000.0,-85000000.0,,,85000000.0,85000000.0,,,
2025BB-20250827_FY26_FY27.pdf,313,313,,Earned Income Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Earned Income Tax Credit,,,-35500000.0,-35500000.0,-35500000.0,-35500000.0,,,
2025BB-20250827_FY26_FY27.pdf,313,313,,Earned Income Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,R & D Credit Exchange,-1800000.0,-1800000.0,-1800000.0,-1800000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,313,313,,Earned Income Tax Credit,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,"Licenses, Permits and Fees",,,-100000.0,-200000.0,-100000.0,-200000.0,,,
2025BB-20250827_FY26_FY27.pdf,314,314,,Eliminate Certain Occupational License Application Fees,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,"Licenses, Permits and Fees",-18800000.0,-25000000.0,-2900000.0,-3800000.0,15900000.0,21200000.0,,,
2025BB-20250827_FY26_FY27.pdf,314,314,,Eliminate Certain Occupational License Application Fees,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Health Provider,,140000000.0,,375000000.0,,235000000.0,,,
2025BB-20250827_FY26_FY27.pdf,314,314,,Eliminate Certain Occupational License Application Fees,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Federal Grants,,93800000.0,,93800000.0,,,,,
2025BB-20250827_FY26_FY27.pdf,314,314,,Eliminate Certain Occupational License Application Fees,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Total,,233800000.0,,468800000.0,,235000000.0,,,
2025BB-20250827_FY26_FY27.pdf,315,315,,Reflect Federal Revenue Impact of Other Expenditure Changes,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Federal Grants,500000.0,,30400000.0,64300000.0,29900000.0,64300000.0,,,
2025BB-20250827_FY26_FY27.pdf,315,315,,Reflect Federal Revenue Impact of Other Expenditure Changes,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Federal Grants,,73700000.0,,46900000.0,,-26800000.0,,,
2025BB-20250827_FY26_FY27.pdf,315,315,,Reflect Federal Revenue Impact of Other Expenditure Changes,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Federal Grants,,,-2600000.0,-2600000.0,-2600000.0,-2600000.0,,,
2025BB-20250827_FY26_FY27.pdf,315,315,,Reflect Federal Revenue Impact of Other Expenditure Changes,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Transfers From/To Other Funds,,,-10300000.0,-10500000.0,-10300000.0,-10500000.0,,,
2025BB-20250827_FY26_FY27.pdf,316,316,,Support the New Bottle Bill Escheats Enforcement and Assistance Account,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Transfers From/To Other Funds,,,-2000000.0,,-2000000.0,,,,
2025BB-20250827_FY26_FY27.pdf,316,316,,Support the New Bottle Bill Escheats Enforcement and Assistance Account,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Transfers From/To Other Funds,46200.0,,46200.0,,,,,,
2025BB-20250827_FY26_FY27.pdf,316,316,,Support the New Bottle Bill Escheats Enforcement and Assistance Account,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Transfers From/To Other Funds,-86000000.0,86000000.0,-244000000.0,244000000.0,-158000000.0,158000000.0,,,
2025BB-20250827_FY26_FY27.pdf,318,318,,Volatility Cap Adjustment,FY 26 FY 27 FY 26 FY 27 FY 26 FY 27,,Volatility Cap Adjustment,288900000.0,304500000.0,600000000.0,632200000.0,311100000.0,327700000.0,,,
